ST04Q01,IC09Q01,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,1809.0,315.0,463.0,725.0,149.0,79.0,473.0,383.0,443.0,883.0,413.0,227.0,230.0,311.0,242.0,303.0,83.0,240.0,274.0,1767.0,52.0,436.0,79.0,284.0,10.0,246.0,4532.0,398.0,404.0,433.0,240.0,552.0,542.0,585.0,286.0,337.0,292.0,387.0,1952.0,316.0,428.0,265.0,799.0
Female,Every day,575.0,64.0,148.0,217.0,52.0,34.0,159.0,93.0,168.0,268.0,156.0,47.0,48.0,202.0,49.0,133.0,22.0,60.0,127.0,604.0,23.0,325.0,15.0,140.0,3.0,68.0,1434.0,86.0,138.0,92.0,91.0,184.0,130.0,278.0,97.0,101.0,90.0,135.0,524.0,103.0,148.0,159.0,416.0
Female,Never or hardly ever,475.0,205.0,295.0,274.0,602.0,555.0,312.0,156.0,133.0,208.0,105.0,408.0,110.0,330.0,185.0,204.0,171.0,342.0,219.0,2154.0,1597.0,953.0,527.0,158.0,20.0,207.0,1821.0,82.0,194.0,87.0,75.0,139.0,138.0,282.0,365.0,293.0,215.0,165.0,719.0,190.0,697.0,416.0,237.0
Female,Once or twice a month,967.0,710.0,1279.0,761.0,967.0,1590.0,438.0,749.0,742.0,589.0,680.0,2370.0,776.0,766.0,792.0,841.0,775.0,902.0,701.0,4477.0,853.0,814.0,1017.0,757.0,53.0,1092.0,2795.0,513.0,385.0,520.0,165.0,556.0,659.0,541.0,735.0,878.0,762.0,872.0,3383.0,672.0,2185.0,706.0,308.0
Female,Once or twice a week,2948.0,998.0,1740.0,1435.0,857.0,822.0,815.0,1065.0,1092.0,1325.0,1008.0,1198.0,893.0,896.0,806.0,936.0,500.0,966.0,757.0,5215.0,378.0,885.0,696.0,829.0,49.0,955.0,6056.0,984.0,927.0,1034.0,275.0,927.0,1310.0,875.0,799.0,1108.0,809.0,1059.0,5417.0,926.0,1935.0,748.0,620.0
Male,Almost every day,1424.0,210.0,359.0,558.0,161.0,55.0,361.0,296.0,384.0,719.0,340.0,176.0,145.0,286.0,163.0,224.0,92.0,171.0,200.0,1347.0,63.0,245.0,89.0,256.0,11.0,160.0,3731.0,254.0,310.0,377.0,187.0,400.0,431.0,468.0,237.0,292.0,234.0,372.0,1430.0,274.0,372.0,266.0,532.0
Male,Every day,483.0,64.0,260.0,184.0,86.0,37.0,176.0,167.0,203.0,295.0,172.0,72.0,64.0,313.0,69.0,194.0,45.0,94.0,114.0,984.0,37.0,356.0,19.0,147.0,6.0,84.0,1439.0,75.0,115.0,117.0,90.0,198.0,184.0,314.0,144.0,128.0,143.0,290.0,606.0,136.0,232.0,201.0,334.0
Male,Never or hardly ever,965.0,445.0,563.0,342.0,838.0,908.0,255.0,348.0,283.0,300.0,235.0,885.0,310.0,482.0,308.0,378.0,310.0,562.0,403.0,3555.0,1774.0,1342.0,829.0,276.0,27.0,422.0,2248.0,177.0,318.0,199.0,158.0,240.0,245.0,451.0,554.0,418.0,435.0,415.0,1364.0,286.0,1220.0,530.0,296.0
Male,Once or twice a month,1249.0,786.0,1203.0,759.0,764.0,1379.0,417.0,753.0,737.0,619.0,654.0,1979.0,783.0,685.0,913.0,686.0,748.0,846.0,659.0,4300.0,817.0,594.0,1064.0,713.0,62.0,1202.0,2714.0,715.0,465.0,546.0,175.0,564.0,734.0,564.0,640.0,831.0,793.0,923.0,3999.0,619.0,2070.0,671.0,334.0
Male,Once or twice a week,2859.0,791.0,1401.0,1362.0,675.0,526.0,668.0,903.0,897.0,1217.0,889.0,1081.0,713.0,672.0,892.0,688.0,384.0,705.0,543.0,4251.0,435.0,474.0,672.0,672.0,49.0,818.0,5119.0,940.0,809.0,990.0,267.0,754.0,1152.0,727.0,620.0,1072.0,737.0,1011.0,4410.0,794.0,1519.0,727.0,576.0
