ST04Q01,IC09Q03,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,543.0,58.0,95.0,222.0,32.0,25.0,167.0,74.0,145.0,171.0,89.0,47.0,30.0,172.0,24.0,81.0,26.0,35.0,134.0,408.0,25.0,203.0,14.0,113.0,5.0,56.0,1260.0,46.0,112.0,58.0,58.0,63.0,330.0,120.0,87.0,167.0,102.0,199.0,747.0,91.0,123.0,107.0,162.0
Female,Every day,214.0,20.0,57.0,106.0,17.0,26.0,95.0,42.0,66.0,56.0,41.0,15.0,17.0,146.0,6.0,54.0,10.0,13.0,103.0,232.0,18.0,199.0,5.0,56.0,,20.0,549.0,17.0,61.0,24.0,29.0,27.0,72.0,115.0,46.0,69.0,46.0,85.0,272.0,36.0,59.0,75.0,84.0
Female,Never or hardly ever,2394.0,1475.0,2421.0,1601.0,1947.0,2007.0,1232.0,1669.0,891.0,1252.0,1124.0,3029.0,1514.0,1491.0,1064.0,1283.0,714.0,2052.0,788.0,10497.0,2656.0,2162.0,1161.0,882.0,70.0,1379.0,7639.0,878.0,933.0,1070.0,549.0,1562.0,729.0,1738.0,1711.0,961.0,1094.0,884.0,5510.0,837.0,3746.0,1402.0,1283.0
Female,Once or twice a month,2109.0,488.0,1001.0,905.0,429.0,733.0,361.0,413.0,1058.0,1107.0,812.0,982.0,362.0,420.0,773.0,674.0,598.0,295.0,683.0,1933.0,106.0,464.0,913.0,766.0,46.0,795.0,4146.0,803.0,573.0,691.0,119.0,540.0,885.0,380.0,260.0,947.0,626.0,989.0,3363.0,861.0,1067.0,436.0,484.0
Female,Once or twice a week,1505.0,230.0,351.0,559.0,200.0,286.0,328.0,241.0,418.0,666.0,288.0,176.0,127.0,269.0,200.0,322.0,199.0,112.0,358.0,1100.0,86.0,376.0,239.0,348.0,15.0,305.0,3003.0,318.0,364.0,322.0,85.0,161.0,756.0,196.0,160.0,569.0,281.0,455.0,2070.0,371.0,379.0,263.0,331.0
Male,Almost every day,454.0,83.0,125.0,205.0,44.0,43.0,160.0,103.0,124.0,178.0,105.0,62.0,49.0,234.0,39.0,117.0,58.0,43.0,125.0,662.0,40.0,250.0,39.0,165.0,11.0,50.0,1301.0,70.0,109.0,76.0,62.0,91.0,292.0,167.0,114.0,171.0,118.0,244.0,739.0,111.0,185.0,194.0,162.0
Male,Every day,226.0,46.0,121.0,91.0,31.0,32.0,103.0,89.0,94.0,97.0,70.0,33.0,38.0,231.0,23.0,86.0,26.0,28.0,82.0,492.0,32.0,330.0,17.0,92.0,2.0,28.0,709.0,27.0,58.0,50.0,43.0,73.0,144.0,191.0,104.0,93.0,101.0,200.0,403.0,79.0,128.0,123.0,128.0
Male,Never or hardly ever,2820.0,1437.0,2344.0,1628.0,1871.0,2013.0,988.0,1584.0,965.0,1204.0,1113.0,2919.0,1381.0,1182.0,1311.0,1076.0,733.0,1939.0,806.0,9473.0,2790.0,1222.0,1390.0,824.0,74.0,1585.0,6804.0,999.0,993.0,1179.0,573.0,1288.0,788.0,1594.0,1412.0,1068.0,1167.0,953.0,5531.0,797.0,3521.0,1092.0,1038.0
Male,Once or twice a month,1980.0,476.0,812.0,796.0,351.0,599.0,349.0,405.0,884.0,1002.0,685.0,911.0,363.0,427.0,706.0,544.0,560.0,257.0,569.0,2175.0,151.0,578.0,952.0,622.0,53.0,703.0,3604.0,746.0,510.0,634.0,117.0,445.0,829.0,316.0,332.0,832.0,613.0,914.0,3171.0,744.0,1062.0,541.0,401.0
Male,Once or twice a week,1494.0,254.0,379.0,480.0,225.0,214.0,275.0,268.0,429.0,646.0,301.0,263.0,179.0,355.0,256.0,337.0,200.0,105.0,328.0,1572.0,106.0,599.0,274.0,359.0,15.0,294.0,2782.0,317.0,343.0,289.0,81.0,251.0,689.0,245.0,223.0,575.0,339.0,689.0,1943.0,378.0,510.0,434.0,320.0
