ST04Q01,ST55Q01,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,2 or more but less than 4 hours a week,212.0,121.0,249.0,28.0,173.0,1334.0,173.0,377.0,94.0,315.0,347.0,306.0,35.0,97.0,56.0,171.0,427.0,124.0,518.0,49.0,132.0,75.0,277.0,66.0,55.0,59.0,175.0,59.0,158.0,1370.0,304.0,205.0,363.0,345.0,74.0,3.0,120.0,135.0,141.0,386.0,46.0,1130.0,49.0,110.0,56.0,97.0,142.0,416.0,88.0,349.0,332.0,262.0,370.0,167.0,331.0,110.0,51.0,507.0,180.0,189.0,210.0,367.0,119.0,270.0,372.0,109.0,130.0,373.0
Female,4 or more but less than 6 hours a week,77.0,27.0,116.0,6.0,97.0,566.0,62.0,187.0,123.0,103.0,121.0,194.0,23.0,55.0,29.0,48.0,197.0,51.0,180.0,27.0,81.0,25.0,75.0,12.0,13.0,42.0,70.0,25.0,38.0,824.0,66.0,114.0,84.0,114.0,20.0,2.0,105.0,57.0,30.0,116.0,21.0,952.0,32.0,25.0,66.0,45.0,34.0,239.0,25.0,154.0,152.0,93.0,88.0,29.0,83.0,24.0,20.0,205.0,54.0,88.0,29.0,172.0,48.0,135.0,276.0,53.0,57.0,152.0
Female,6 or more hours a week,51.0,15.0,42.0,1.0,16.0,202.0,26.0,123.0,123.0,80.0,57.0,77.0,13.0,17.0,7.0,14.0,96.0,14.0,35.0,9.0,10.0,6.0,17.0,6.0,7.0,20.0,45.0,9.0,14.0,325.0,21.0,89.0,37.0,29.0,5.0,,19.0,22.0,37.0,45.0,13.0,279.0,20.0,12.0,19.0,9.0,15.0,198.0,10.0,27.0,82.0,29.0,22.0,12.0,40.0,18.0,9.0,86.0,26.0,52.0,17.0,79.0,25.0,143.0,72.0,31.0,18.0,62.0
Female,I do not attend <out-of-school time lessons> in this subject,715.0,1530.0,3653.0,1418.0,2133.0,2752.0,1149.0,5641.0,1773.0,877.0,1198.0,829.0,429.0,1184.0,1456.0,1182.0,1360.0,1176.0,1498.0,451.0,1090.0,1129.0,1073.0,1094.0,1511.0,935.0,1191.0,1482.0,1316.0,6412.0,803.0,1621.0,812.0,719.0,1062.0,78.0,1031.0,1324.0,1299.0,638.0,460.0,7343.0,1301.0,1078.0,1126.0,1212.0,179.0,641.0,1010.0,1012.0,2189.0,979.0,639.0,1144.0,1019.0,1121.0,1543.0,6625.0,967.0,2824.0,1930.0,528.0,1135.0,2713.0,2721.0,1233.0,1343.0,799.0
Female,Less than 2 hours a week,312.0,299.0,524.0,62.0,304.0,1438.0,267.0,758.0,178.0,393.0,373.0,356.0,60.0,155.0,50.0,347.0,314.0,205.0,629.0,75.0,202.0,122.0,272.0,228.0,83.0,85.0,325.0,112.0,228.0,1057.0,832.0,286.0,612.0,308.0,254.0,8.0,249.0,182.0,242.0,600.0,58.0,1767.0,86.0,127.0,134.0,88.0,205.0,419.0,461.0,288.0,645.0,289.0,604.0,114.0,349.0,165.0,132.0,721.0,300.0,432.0,267.0,360.0,141.0,513.0,674.0,206.0,158.0,346.0
Male,2 or more but less than 4 hours a week,232.0,93.0,236.0,39.0,169.0,1284.0,144.0,305.0,100.0,280.0,304.0,276.0,22.0,88.0,105.0,118.0,313.0,125.0,502.0,43.0,113.0,51.0,183.0,93.0,50.0,62.0,153.0,60.0,101.0,1225.0,285.0,233.0,307.0,448.0,83.0,6.0,135.0,120.0,121.0,304.0,31.0,1083.0,66.0,131.0,69.0,101.0,114.0,345.0,72.0,315.0,361.0,212.0,346.0,216.0,342.0,91.0,75.0,592.0,169.0,192.0,182.0,264.0,131.0,360.0,383.0,95.0,135.0,289.0
Male,4 or more but less than 6 hours a week,66.0,23.0,110.0,11.0,104.0,569.0,37.0,177.0,129.0,103.0,104.0,159.0,13.0,59.0,37.0,37.0,193.0,60.0,137.0,18.0,62.0,13.0,45.0,25.0,20.0,44.0,67.0,17.0,33.0,616.0,59.0,128.0,100.0,127.0,23.0,2.0,93.0,67.0,38.0,113.0,21.0,904.0,28.0,43.0,67.0,62.0,44.0,235.0,36.0,165.0,177.0,78.0,74.0,52.0,117.0,42.0,25.0,210.0,51.0,129.0,44.0,98.0,44.0,197.0,306.0,41.0,69.0,110.0
Male,6 or more hours a week,39.0,25.0,57.0,8.0,17.0,204.0,38.0,110.0,155.0,86.0,71.0,73.0,14.0,26.0,5.0,14.0,110.0,15.0,16.0,10.0,13.0,3.0,16.0,18.0,10.0,27.0,51.0,16.0,23.0,260.0,29.0,210.0,59.0,54.0,16.0,,27.0,23.0,48.0,55.0,4.0,326.0,35.0,4.0,21.0,15.0,11.0,204.0,16.0,26.0,193.0,31.0,29.0,22.0,64.0,19.0,20.0,125.0,40.0,54.0,17.0,55.0,41.0,254.0,72.0,39.0,19.0,45.0
Male,I do not attend <out-of-school time lessons> in this subject,721.0,1290.0,3782.0,1376.0,2101.0,2430.0,1185.0,5510.0,1554.0,786.0,1098.0,798.0,441.0,995.0,1439.0,1249.0,1371.0,1171.0,1566.0,457.0,1021.0,1100.0,1043.0,1212.0,1303.0,866.0,1053.0,1399.0,1007.0,6599.0,954.0,1088.0,792.0,835.0,974.0,88.0,979.0,1312.0,1355.0,618.0,423.0,6562.0,1212.0,1111.0,1082.0,1244.0,218.0,621.0,966.0,1005.0,1854.0,1085.0,665.0,1025.0,948.0,1211.0,1717.0,6310.0,961.0,2882.0,1331.0,485.0,1107.0,2140.0,2749.0,1191.0,1096.0,748.0
Male,Less than 2 hours a week,314.0,295.0,529.0,89.0,324.0,1114.0,261.0,692.0,188.0,415.0,330.0,296.0,61.0,109.0,78.0,288.0,356.0,169.0,625.0,81.0,192.0,125.0,316.0,302.0,97.0,90.0,358.0,105.0,237.0,1490.0,804.0,378.0,533.0,298.0,268.0,10.0,252.0,164.0,206.0,515.0,61.0,1637.0,111.0,131.0,132.0,94.0,183.0,430.0,327.0,294.0,726.0,234.0,538.0,130.0,368.0,197.0,168.0,811.0,276.0,432.0,297.0,282.0,189.0,649.0,599.0,239.0,151.0,350.0
