ST04Q01,IC08Q07,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,673.0,337.0,509.0,463.0,343.0,506.0,170.0,452.0,794.0,776.0,741.0,1295.0,299.0,490.0,532.0,584.0,541.0,252.0,459.0,3316.0,402.0,432.0,439.0,642.0,22.0,498.0,1536.0,285.0,275.0,474.0,213.0,607.0,474.0,617.0,419.0,558.0,564.0,708.0,1898.0,356.0,969.0,343.0,311.0
Female,Every day,392.0,296.0,381.0,268.0,274.0,302.0,124.0,440.0,672.0,665.0,762.0,1186.0,198.0,346.0,254.0,487.0,426.0,159.0,511.0,2206.0,220.0,508.0,177.0,533.0,11.0,286.0,805.0,163.0,158.0,512.0,212.0,543.0,229.0,685.0,416.0,276.0,596.0,787.0,948.0,279.0,740.0,243.0,256.0
Female,Never or hardly ever,2447.0,665.0,1341.0,1188.0,665.0,523.0,1185.0,512.0,152.0,356.0,89.0,249.0,583.0,570.0,184.0,296.0,78.0,1114.0,289.0,2574.0,1096.0,1326.0,511.0,159.0,41.0,396.0,7798.0,738.0,623.0,208.0,127.0,219.0,706.0,369.0,589.0,449.0,223.0,250.0,3590.0,464.0,1253.0,669.0,856.0
Female,Once or twice a month,1747.0,446.0,907.0,713.0,554.0,710.0,392.0,429.0,289.0,544.0,240.0,523.0,451.0,494.0,379.0,359.0,121.0,545.0,339.0,2444.0,532.0,580.0,440.0,257.0,33.0,553.0,3514.0,459.0,475.0,387.0,117.0,322.0,627.0,352.0,349.0,557.0,271.0,322.0,2753.0,562.0,1101.0,456.0,441.0
Female,Once or twice a week,1532.0,554.0,798.0,786.0,792.0,1042.0,334.0,617.0,677.0,975.0,533.0,1003.0,521.0,617.0,729.0,697.0,403.0,450.0,491.0,3794.0,636.0,560.0,765.0,569.0,30.0,842.0,2976.0,424.0,526.0,606.0,175.0,667.0,748.0,532.0,501.0,880.0,493.0,571.0,2880.0,558.0,1349.0,574.0,503.0
Male,Almost every day,966.0,463.0,651.0,504.0,361.0,539.0,232.0,521.0,654.0,823.0,623.0,1353.0,408.0,560.0,637.0,546.0,522.0,300.0,432.0,3532.0,620.0,389.0,584.0,541.0,43.0,543.0,1870.0,411.0,309.0,585.0,207.0,606.0,642.0,566.0,451.0,646.0,561.0,737.0,2555.0,473.0,1208.0,482.0,350.0
Male,Every day,729.0,431.0,712.0,390.0,349.0,432.0,157.0,734.0,955.0,1004.0,829.0,1351.0,342.0,584.0,417.0,528.0,521.0,267.0,506.0,3086.0,442.0,527.0,288.0,606.0,35.0,406.0,1127.0,383.0,257.0,908.0,245.0,661.0,622.0,774.0,635.0,513.0,743.0,999.0,2088.0,552.0,1203.0,451.0,311.0
Male,Never or hardly ever,2092.0,489.0,975.0,907.0,711.0,584.0,830.0,379.0,176.0,308.0,159.0,222.0,430.0,438.0,236.0,274.0,103.0,778.0,248.0,2410.0,978.0,943.0,612.0,217.0,20.0,495.0,6066.0,530.0,521.0,129.0,162.0,194.0,478.0,391.0,440.0,391.0,269.0,301.0,2553.0,260.0,989.0,466.0,650.0
Male,Once or twice a month,1503.0,369.0,644.0,634.0,473.0,565.0,356.0,327.0,207.0,344.0,202.0,419.0,360.0,359.0,339.0,264.0,127.0,515.0,290.0,2079.0,453.0,566.0,391.0,250.0,18.0,456.0,3148.0,375.0,393.0,211.0,99.0,236.0,405.0,322.0,267.0,433.0,276.0,342.0,1996.0,340.0,821.0,414.0,321.0
Male,Once or twice a week,1703.0,544.0,807.0,776.0,631.0,786.0,306.0,506.0,520.0,711.0,480.0,879.0,484.0,513.0,716.0,558.0,322.0,522.0,450.0,3424.0,608.0,577.0,798.0,450.0,38.0,781.0,3005.0,466.0,543.0,412.0,162.0,460.0,615.0,463.0,395.0,761.0,489.0,632.0,2717.0,508.0,1199.0,585.0,427.0
