ST04Q01,IC09Q02,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,838.0,289.0,445.0,730.0,100.0,81.0,404.0,669.0,380.0,407.0,286.0,100.0,281.0,353.0,167.0,399.0,55.0,125.0,255.0,2085.0,313.0,425.0,47.0,319.0,10.0,268.0,3286.0,213.0,205.0,123.0,161.0,206.0,579.0,360.0,301.0,268.0,409.0,566.0,1843.0,133.0,493.0,257.0,466.0
Female,Every day,352.0,102.0,172.0,301.0,46.0,35.0,241.0,392.0,184.0,133.0,151.0,33.0,101.0,270.0,34.0,224.0,16.0,52.0,164.0,817.0,190.0,434.0,18.0,172.0,8.0,74.0,1548.0,49.0,90.0,50.0,66.0,107.0,240.0,228.0,157.0,127.0,218.0,303.0,840.0,51.0,224.0,144.0,248.0
Female,Never or hardly ever,2247.0,826.0,1190.0,783.0,1697.0,1642.0,674.0,551.0,894.0,1070.0,938.0,3060.0,697.0,808.0,749.0,609.0,707.0,1464.0,781.0,5830.0,989.0,1462.0,1466.0,648.0,38.0,976.0,4191.0,607.0,815.0,1130.0,374.0,1025.0,375.0,1103.0,1056.0,875.0,505.0,368.0,2985.0,1131.0,2185.0,961.0,800.0
Female,Once or twice a month,1548.0,550.0,1042.0,667.0,404.0,824.0,368.0,328.0,568.0,803.0,512.0,765.0,477.0,540.0,619.0,565.0,483.0,488.0,484.0,2580.0,563.0,565.0,545.0,486.0,39.0,625.0,3100.0,581.0,497.0,488.0,106.0,552.0,580.0,412.0,386.0,753.0,486.0,554.0,2932.0,532.0,1326.0,477.0,362.0
Female,Once or twice a week,1782.0,514.0,1079.0,926.0,379.0,497.0,505.0,505.0,552.0,862.0,470.0,293.0,501.0,534.0,502.0,613.0,289.0,379.0,387.0,2900.0,845.0,515.0,257.0,537.0,40.0,617.0,4487.0,621.0,436.0,376.0,140.0,465.0,1000.0,447.0,369.0,691.0,545.0,820.0,3371.0,360.0,1154.0,452.0,484.0
Male,Almost every day,679.0,208.0,325.0,594.0,107.0,77.0,326.0,491.0,271.0,291.0,244.0,94.0,200.0,330.0,174.0,289.0,68.0,91.0,172.0,1650.0,285.0,333.0,69.0,241.0,23.0,218.0,2921.0,155.0,142.0,139.0,114.0,176.0,483.0,323.0,243.0,259.0,302.0,483.0,1551.0,129.0,463.0,283.0,357.0
Male,Every day,332.0,112.0,211.0,262.0,71.0,39.0,226.0,342.0,190.0,141.0,146.0,57.0,114.0,313.0,74.0,202.0,35.0,60.0,139.0,981.0,190.0,427.0,26.0,178.0,6.0,86.0,1575.0,47.0,90.0,78.0,79.0,122.0,255.0,267.0,199.0,139.0,190.0,345.0,856.0,97.0,287.0,200.0,283.0
Male,Never or hardly ever,2782.0,908.0,1413.0,811.0,1622.0,1823.0,554.0,630.0,974.0,1333.0,908.0,2950.0,801.0,716.0,994.0,646.0,815.0,1498.0,768.0,5904.0,1321.0,969.0,1698.0,679.0,49.0,1260.0,3883.0,777.0,962.0,1204.0,415.0,960.0,471.0,1131.0,901.0,1013.0,704.0,500.0,3388.0,1023.0,2385.0,717.0,629.0
Male,Once or twice a month,1572.0,571.0,925.0,687.0,376.0,643.0,348.0,440.0,558.0,708.0,515.0,725.0,477.0,585.0,596.0,518.0,437.0,409.0,491.0,2940.0,546.0,774.0,595.0,491.0,34.0,578.0,2965.0,637.0,409.0,470.0,118.0,511.0,665.0,398.0,459.0,681.0,611.0,783.0,3006.0,498.0,1266.0,603.0,367.0
Male,Once or twice a week,1611.0,498.0,913.0,849.0,348.0,321.0,418.0,555.0,508.0,667.0,468.0,366.0,418.0,496.0,503.0,514.0,224.0,314.0,346.0,2930.0,779.0,495.0,283.0,475.0,42.0,535.0,3890.0,540.0,412.0,337.0,149.0,386.0,874.0,396.0,385.0,648.0,534.0,896.0,3003.0,364.0,1003.0,590.0,415.0
