ST04Q01,IC08Q02,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,185.0,59.0,131.0,121.0,68.0,149.0,71.0,116.0,106.0,267.0,95.0,161.0,50.0,158.0,112.0,118.0,54.0,50.0,98.0,764.0,90.0,299.0,29.0,70.0,2.0,106.0,343.0,48.0,68.0,122.0,65.0,100.0,99.0,132.0,321.0,97.0,70.0,108.0,292.0,77.0,127.0,75.0,68.0
Female,Every day,79.0,22.0,116.0,69.0,46.0,121.0,51.0,69.0,84.0,130.0,47.0,66.0,32.0,109.0,62.0,88.0,29.0,27.0,67.0,441.0,63.0,313.0,8.0,61.0,1.0,59.0,169.0,22.0,41.0,77.0,28.0,69.0,62.0,109.0,134.0,46.0,56.0,75.0,164.0,54.0,68.0,43.0,50.0
Female,Never or hardly ever,5075.0,1859.0,2935.0,2470.0,1812.0,1869.0,1738.0,1413.0,1474.0,1763.0,1658.0,2885.0,1719.0,1487.0,1293.0,1386.0,1192.0,2093.0,1396.0,10196.0,2412.0,1664.0,1856.0,1584.0,118.0,1640.0,13354.0,1425.0,1469.0,1444.0,557.0,1461.0,2028.0,1686.0,991.0,1755.0,1458.0,1649.0,9438.0,1535.0,4383.0,1401.0,1826.0
Female,Once or twice a month,933.0,242.0,456.0,441.0,368.0,529.0,209.0,528.0,594.0,657.0,362.0,745.0,157.0,438.0,389.0,544.0,176.0,219.0,351.0,1651.0,199.0,657.0,298.0,279.0,8.0,509.0,1833.0,381.0,276.0,312.0,126.0,451.0,369.0,395.0,408.0,539.0,427.0,520.0,1521.0,353.0,518.0,467.0,240.0
Female,Once or twice a week,518.0,112.0,301.0,306.0,333.0,413.0,141.0,320.0,317.0,520.0,204.0,391.0,91.0,328.0,220.0,288.0,126.0,123.0,185.0,1284.0,140.0,479.0,143.0,162.0,4.0,262.0,929.0,190.0,201.0,228.0,63.0,274.0,228.0,222.0,421.0,283.0,141.0,277.0,682.0,201.0,312.0,287.0,161.0
Male,Almost every day,1117.0,403.0,688.0,444.0,283.0,569.0,172.0,417.0,521.0,704.0,560.0,1048.0,413.0,494.0,570.0,379.0,359.0,349.0,299.0,2089.0,247.0,302.0,475.0,432.0,40.0,671.0,1070.0,512.0,295.0,613.0,177.0,479.0,597.0,523.0,492.0,468.0,435.0,569.0,1607.0,465.0,892.0,317.0,266.0
Male,Every day,950.0,419.0,899.0,337.0,252.0,598.0,174.0,644.0,852.0,867.0,617.0,993.0,482.0,554.0,392.0,611.0,372.0,320.0,399.0,2000.0,242.0,472.0,134.0,449.0,44.0,608.0,815.0,270.0,289.0,519.0,231.0,641.0,710.0,700.0,614.0,308.0,531.0,661.0,1215.0,787.0,947.0,291.0,326.0
Male,Never or hardly ever,2466.0,811.0,1134.0,1331.0,682.0,522.0,992.0,583.0,429.0,637.0,406.0,799.0,674.0,568.0,562.0,484.0,357.0,942.0,569.0,5946.0,1944.0,1009.0,599.0,454.0,31.0,522.0,8626.0,326.0,772.0,415.0,247.0,396.0,623.0,635.0,417.0,710.0,597.0,653.0,5060.0,399.0,2015.0,643.0,879.0
Male,Once or twice a month,994.0,273.0,416.0,526.0,406.0,350.0,283.0,335.0,299.0,394.0,279.0,563.0,181.0,353.0,302.0,290.0,190.0,319.0,348.0,2045.0,336.0,773.0,363.0,326.0,12.0,315.0,2733.0,352.0,265.0,256.0,87.0,267.0,325.0,277.0,247.0,493.0,384.0,525.0,1974.0,204.0,695.0,463.0,287.0
Male,Once or twice a week,1464.0,392.0,662.0,558.0,897.0,863.0,263.0,491.0,413.0,599.0,434.0,818.0,269.0,487.0,520.0,400.0,323.0,456.0,318.0,2472.0,355.0,444.0,1098.0,402.0,28.0,570.0,2015.0,706.0,398.0,440.0,135.0,364.0,505.0,371.0,417.0,767.0,389.0,615.0,2075.0,274.0,870.0,681.0,298.0
