ST04Q01,IC10Q03,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,2228.0,206.0,115.0,374.0,18.0,59.0,216.0,114.0,260.0,968.0,132.0,204.0,53.0,180.0,40.0,86.0,45.0,173.0,134.0,679.0,23.0,213.0,28.0,71.0,4.0,81.0,1941.0,351.0,331.0,395.0,36.0,88.0,189.0,114.0,105.0,155.0,166.0,175.0,1373.0,380.0,209.0,128.0,304.0
Female,Every day,966.0,81.0,55.0,166.0,23.0,36.0,99.0,52.0,162.0,399.0,22.0,62.0,18.0,97.0,19.0,36.0,11.0,45.0,91.0,316.0,10.0,173.0,9.0,11.0,4.0,32.0,854.0,162.0,166.0,100.0,32.0,37.0,91.0,85.0,46.0,74.0,72.0,70.0,502.0,263.0,83.0,88.0,166.0
Female,Never or hardly ever,402.0,527.0,1424.0,666.0,2056.0,1230.0,850.0,1092.0,865.0,161.0,1069.0,613.0,516.0,738.0,725.0,1022.0,371.0,790.0,817.0,6037.0,2225.0,1563.0,1689.0,1117.0,46.0,1184.0,6246.0,138.0,221.0,173.0,550.0,861.0,925.0,1724.0,1267.0,911.0,624.0,807.0,2568.0,140.0,1588.0,1135.0,957.0
Female,Once or twice a month,693.0,709.0,1422.0,1107.0,321.0,904.0,484.0,641.0,573.0,470.0,665.0,2062.0,1032.0,669.0,902.0,629.0,722.0,887.0,602.0,4069.0,306.0,846.0,398.0,642.0,53.0,713.0,3523.0,519.0,514.0,514.0,141.0,835.0,847.0,389.0,430.0,981.0,586.0,716.0,3318.0,591.0,2273.0,572.0,479.0
Female,Once or twice a week,2330.0,748.0,893.0,1063.0,204.0,840.0,518.0,534.0,685.0,1252.0,457.0,1277.0,424.0,797.0,382.0,627.0,381.0,607.0,407.0,3001.0,317.0,590.0,208.0,318.0,25.0,542.0,3962.0,879.0,800.0,961.0,80.0,522.0,709.0,233.0,396.0,594.0,693.0,838.0,4096.0,785.0,1188.0,361.0,429.0
Male,Almost every day,2064.0,236.0,170.0,350.0,27.0,62.0,195.0,150.0,326.0,885.0,143.0,292.0,104.0,250.0,62.0,128.0,47.0,129.0,136.0,890.0,32.0,274.0,41.0,102.0,12.0,83.0,1836.0,351.0,285.0,399.0,50.0,136.0,299.0,168.0,92.0,162.0,191.0,302.0,1374.0,406.0,297.0,181.0,254.0
Male,Every day,848.0,98.0,116.0,182.0,30.0,45.0,113.0,107.0,251.0,402.0,47.0,98.0,63.0,199.0,36.0,86.0,32.0,76.0,75.0,579.0,21.0,308.0,18.0,57.0,10.0,54.0,982.0,141.0,133.0,146.0,38.0,88.0,139.0,137.0,94.0,83.0,106.0,171.0,682.0,295.0,192.0,145.0,189.0
Male,Never or hardly ever,763.0,602.0,1437.0,859.0,1999.0,1384.0,741.0,1046.0,803.0,243.0,1039.0,855.0,541.0,795.0,1043.0,861.0,543.0,993.0,811.0,6317.0,2515.0,1238.0,1969.0,1058.0,34.0,1305.0,5778.0,231.0,403.0,231.0,550.0,866.0,882.0,1568.0,1268.0,1092.0,712.0,870.0,3013.0,207.0,1749.0,1138.0,801.0
Male,Once or twice a month,771.0,594.0,1133.0,870.0,271.0,671.0,384.0,570.0,500.0,458.0,548.0,1568.0,784.0,498.0,751.0,457.0,556.0,652.0,477.0,3334.0,262.0,593.0,394.0,497.0,36.0,616.0,3038.0,513.0,485.0,425.0,136.0,557.0,703.0,350.0,345.0,764.0,606.0,787.0,2879.0,451.0,1887.0,471.0,389.0
Male,Once or twice a week,2378.0,746.0,923.0,923.0,191.0,729.0,432.0,572.0,595.0,1105.0,488.0,1330.0,492.0,676.0,449.0,610.0,382.0,516.0,389.0,3182.0,285.0,563.0,252.0,347.0,59.0,600.0,3497.0,916.0,697.0,1016.0,99.0,491.0,703.0,283.0,366.0,634.0,708.0,860.0,3745.0,712.0,1241.0,451.0,398.0
