ST04Q01,IC10Q02,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,968.0,116.0,47.0,123.0,13.0,29.0,72.0,53.0,179.0,321.0,110.0,121.0,14.0,131.0,28.0,41.0,19.0,68.0,68.0,181.0,167.0,67.0,9.0,51.0,5.0,31.0,520.0,118.0,186.0,92.0,23.0,37.0,117.0,50.0,43.0,97.0,90.0,102.0,491.0,173.0,111.0,28.0,69.0
Female,Every day,562.0,39.0,44.0,77.0,16.0,33.0,44.0,54.0,129.0,180.0,32.0,46.0,10.0,110.0,9.0,32.0,6.0,28.0,74.0,133.0,142.0,96.0,2.0,27.0,6.0,10.0,278.0,61.0,88.0,24.0,17.0,21.0,60.0,55.0,26.0,63.0,34.0,69.0,199.0,78.0,65.0,14.0,47.0
Female,Never or hardly ever,1717.0,1389.0,2672.0,1957.0,2422.0,2059.0,1692.0,1764.0,904.0,1411.0,1267.0,2473.0,1784.0,1772.0,1168.0,1651.0,933.0,1744.0,1420.0,12170.0,2357.0,2711.0,2053.0,1308.0,14.0,1903.0,12083.0,737.0,798.0,1271.0,669.0,1616.0,1527.0,2057.0,1814.0,1625.0,1083.0,1352.0,6967.0,794.0,3659.0,2045.0,1866.0
Female,Once or twice a month,1625.0,435.0,786.0,758.0,117.0,508.0,197.0,325.0,632.0,715.0,595.0,1059.0,186.0,290.0,647.0,397.0,396.0,379.0,323.0,1094.0,65.0,351.0,190.0,548.0,63.0,433.0,2268.0,637.0,520.0,484.0,90.0,483.0,626.0,260.0,184.0,644.0,526.0,591.0,2334.0,671.0,1086.0,126.0,223.0
Female,Once or twice a week,1849.0,302.0,368.0,473.0,61.0,445.0,157.0,244.0,720.0,613.0,353.0,533.0,57.0,189.0,223.0,278.0,179.0,276.0,168.0,560.0,157.0,176.0,80.0,225.0,48.0,190.0,1388.0,515.0,452.0,285.0,39.0,192.0,439.0,122.0,189.0,286.0,411.0,500.0,1877.0,455.0,447.0,71.0,127.0
Male,Almost every day,837.0,132.0,76.0,118.0,23.0,34.0,68.0,94.0,239.0,342.0,99.0,164.0,31.0,172.0,41.0,83.0,26.0,47.0,93.0,386.0,134.0,189.0,21.0,102.0,22.0,30.0,600.0,129.0,120.0,107.0,35.0,63.0,220.0,112.0,50.0,99.0,126.0,208.0,646.0,182.0,162.0,69.0,101.0
Male,Every day,408.0,66.0,74.0,77.0,15.0,43.0,60.0,85.0,216.0,227.0,35.0,78.0,29.0,188.0,32.0,46.0,24.0,30.0,76.0,349.0,121.0,272.0,13.0,54.0,6.0,26.0,412.0,54.0,82.0,67.0,28.0,67.0,121.0,102.0,81.0,67.0,93.0,158.0,363.0,110.0,157.0,67.0,89.0
Male,Never or hardly ever,2464.0,1363.0,2560.0,1872.0,2331.0,2115.0,1307.0,1604.0,875.0,1308.0,1282.0,2267.0,1578.0,1407.0,1544.0,1418.0,1063.0,1806.0,1209.0,10851.0,2606.0,1495.0,2341.0,1213.0,15.0,1992.0,10330.0,864.0,1010.0,1215.0,631.0,1353.0,1367.0,1765.0,1562.0,1698.0,1057.0,1258.0,6407.0,812.0,3479.0,1775.0,1403.0
Male,Once or twice a month,1477.0,398.0,629.0,663.0,89.0,373.0,246.0,352.0,541.0,629.0,507.0,1020.0,247.0,411.0,494.0,320.0,316.0,283.0,355.0,1694.0,108.0,708.0,185.0,452.0,32.0,375.0,2254.0,577.0,445.0,499.0,119.0,393.0,535.0,327.0,250.0,554.0,565.0,680.0,2302.0,542.0,1024.0,297.0,252.0
Male,Once or twice a week,1734.0,324.0,437.0,468.0,60.0,330.0,178.0,322.0,611.0,595.0,355.0,625.0,120.0,248.0,232.0,276.0,133.0,201.0,167.0,1034.0,149.0,324.0,116.0,247.0,77.0,247.0,1545.0,529.0,352.0,341.0,61.0,265.0,489.0,192.0,229.0,321.0,479.0,692.0,1989.0,434.0,553.0,181.0,189.0
