ST04Q01,IC08Q06,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,1975.0,706.0,1187.0,956.0,346.0,693.0,466.0,575.0,688.0,926.0,589.0,1348.0,600.0,711.0,724.0,578.0,513.0,666.0,452.0,4356.0,796.0,519.0,473.0,658.0,48.0,808.0,3467.0,668.0,562.0,593.0,229.0,576.0,866.0,685.0,541.0,863.0,554.0,661.0,3674.0,642.0,1733.0,426.0,599.0
Female,Every day,2419.0,854.0,1613.0,1191.0,380.0,560.0,493.0,1451.0,1410.0,1729.0,1442.0,2094.0,823.0,1093.0,650.0,1426.0,770.0,1044.0,1194.0,5750.0,713.0,935.0,194.0,1021.0,45.0,1024.0,3943.0,773.0,658.0,1067.0,331.0,1171.0,1058.0,1012.0,1270.0,870.0,1130.0,1572.0,5119.0,1000.0,2104.0,372.0,975.0
Female,Never or hardly ever,358.0,78.0,133.0,298.0,329.0,213.0,476.0,86.0,74.0,96.0,35.0,66.0,60.0,135.0,44.0,64.0,30.0,81.0,110.0,738.0,268.0,964.0,366.0,69.0,7.0,118.0,3461.0,72.0,122.0,60.0,76.0,96.0,94.0,271.0,153.0,100.0,104.0,65.0,505.0,69.0,163.0,571.0,276.0
Female,Once or twice a month,549.0,150.0,189.0,266.0,480.0,439.0,313.0,78.0,106.0,116.0,46.0,153.0,127.0,158.0,133.0,76.0,48.0,159.0,115.0,925.0,290.0,477.0,424.0,107.0,9.0,120.0,2293.0,146.0,196.0,125.0,82.0,143.0,205.0,199.0,103.0,187.0,114.0,75.0,659.0,112.0,328.0,365.0,177.0
Female,Once or twice a week,1496.0,514.0,823.0,706.0,1092.0,1180.0,460.0,255.0,303.0,453.0,254.0,598.0,444.0,419.0,526.0,278.0,212.0,566.0,223.0,2553.0,837.0,510.0,878.0,310.0,27.0,504.0,3450.0,402.0,521.0,340.0,129.0,370.0,564.0,389.0,209.0,698.0,256.0,262.0,2122.0,401.0,1088.0,554.0,339.0
Male,Almost every day,2073.0,675.0,1116.0,951.0,354.0,628.0,490.0,581.0,649.0,848.0,563.0,1382.0,657.0,652.0,786.0,548.0,537.0,700.0,496.0,4348.0,913.0,409.0,555.0,522.0,45.0,797.0,3519.0,756.0,608.0,647.0,217.0,575.0,832.0,638.0,479.0,870.0,631.0,771.0,3567.0,556.0,1600.0,549.0,502.0
Male,Every day,2916.0,1033.0,1813.0,1155.0,434.0,677.0,475.0,1440.0,1425.0,1869.0,1462.0,2204.0,938.0,1093.0,808.0,1222.0,809.0,993.0,931.0,6260.0,787.0,820.0,201.0,1122.0,86.0,1157.0,3813.0,903.0,753.0,1215.0,378.0,1080.0,1277.0,1130.0,1263.0,1092.0,1137.0,1528.0,5081.0,1210.0,2477.0,561.0,944.0
Male,Never or hardly ever,287.0,99.0,127.0,227.0,406.0,282.0,301.0,127.0,70.0,89.0,43.0,47.0,66.0,161.0,65.0,81.0,33.0,84.0,110.0,838.0,330.0,829.0,442.0,95.0,3.0,149.0,2636.0,56.0,125.0,48.0,107.0,85.0,99.0,256.0,150.0,106.0,146.0,151.0,576.0,56.0,204.0,367.0,194.0
Male,Once or twice a month,405.0,113.0,143.0,263.0,443.0,371.0,237.0,110.0,87.0,85.0,57.0,107.0,74.0,150.0,127.0,83.0,44.0,144.0,132.0,906.0,258.0,432.0,470.0,107.0,2.0,130.0,2074.0,87.0,143.0,84.0,67.0,124.0,130.0,181.0,99.0,155.0,163.0,185.0,764.0,71.0,263.0,307.0,156.0
Male,Once or twice a week,1323.0,392.0,594.0,606.0,892.0,953.0,383.0,209.0,287.0,303.0,170.0,484.0,289.0,394.0,559.0,235.0,173.0,460.0,262.0,2169.0,836.0,493.0,1006.0,226.0,19.0,451.0,3197.0,368.0,389.0,252.0,107.0,292.0,429.0,308.0,200.0,518.0,260.0,375.0,1942.0,247.0,884.0,610.0,278.0
