ST04Q01,IC09Q07,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,625.0,289.0,282.0,525.0,116.0,130.0,240.0,491.0,482.0,314.0,348.0,40.0,187.0,218.0,148.0,312.0,46.0,74.0,270.0,1617.0,12.0,443.0,25.0,378.0,13.0,246.0,2248.0,205.0,153.0,185.0,168.0,377.0,360.0,411.0,309.0,186.0,329.0,318.0,1200.0,116.0,395.0,235.0,476.0
Female,Every day,189.0,82.0,83.0,236.0,62.0,68.0,124.0,251.0,214.0,111.0,136.0,18.0,60.0,107.0,28.0,155.0,17.0,21.0,149.0,687.0,12.0,348.0,5.0,204.0,6.0,69.0,944.0,46.0,53.0,59.0,97.0,154.0,88.0,288.0,160.0,53.0,136.0,128.0,395.0,53.0,154.0,137.0,260.0
Female,Never or hardly ever,2746.0,736.0,1588.0,1356.0,1193.0,1544.0,1124.0,537.0,556.0,1279.0,656.0,3349.0,781.0,1205.0,843.0,636.0,949.0,1719.0,690.0,6636.0,2631.0,1168.0,1668.0,418.0,40.0,1062.0,6541.0,672.0,982.0,776.0,258.0,651.0,822.0,877.0,932.0,1197.0,679.0,658.0,4614.0,1263.0,2455.0,1047.0,711.0
Female,Once or twice a month,1689.0,601.0,1083.0,640.0,726.0,791.0,347.0,524.0,612.0,847.0,602.0,648.0,557.0,555.0,620.0,647.0,345.0,440.0,521.0,2770.0,168.0,788.0,486.0,535.0,38.0,661.0,3479.0,582.0,500.0,640.0,135.0,569.0,767.0,488.0,448.0,737.0,533.0,841.0,3155.0,502.0,1369.0,476.0,380.0
Female,Once or twice a week,1513.0,571.0,880.0,654.0,529.0,546.0,350.0,642.0,709.0,715.0,617.0,187.0,462.0,414.0,432.0,663.0,184.0,252.0,432.0,2469.0,78.0,656.0,147.0,626.0,38.0,529.0,3380.0,563.0,353.0,498.0,184.0,602.0,737.0,489.0,419.0,543.0,483.0,661.0,2554.0,263.0,1004.0,387.0,504.0
Male,Almost every day,601.0,242.0,270.0,435.0,166.0,144.0,214.0,382.0,351.0,369.0,313.0,83.0,215.0,226.0,181.0,284.0,70.0,86.0,192.0,1670.0,31.0,363.0,47.0,374.0,14.0,221.0,2183.0,204.0,126.0,194.0,145.0,297.0,325.0,366.0,255.0,201.0,271.0,431.0,1078.0,139.0,419.0,267.0,397.0
Male,Every day,255.0,106.0,172.0,215.0,100.0,97.0,132.0,241.0,214.0,171.0,125.0,43.0,72.0,241.0,75.0,143.0,32.0,42.0,123.0,1044.0,24.0,440.0,16.0,196.0,3.0,86.0,1038.0,71.0,78.0,78.0,105.0,161.0,160.0,331.0,174.0,96.0,168.0,251.0,570.0,93.0,235.0,201.0,247.0
Male,Never or hardly ever,3018.0,859.0,1616.0,1229.0,1204.0,1581.0,827.0,719.0,700.0,1125.0,682.0,3128.0,759.0,1005.0,944.0,700.0,942.0,1696.0,781.0,6226.0,2758.0,1030.0,1791.0,503.0,55.0,1217.0,5273.0,755.0,1030.0,800.0,329.0,700.0,823.0,957.0,893.0,1167.0,844.0,753.0,4711.0,1052.0,2545.0,855.0,552.0
Male,Once or twice a month,1614.0,557.0,969.0,673.0,566.0,656.0,339.0,542.0,614.0,748.0,552.0,641.0,503.0,549.0,655.0,499.0,336.0,356.0,462.0,2835.0,199.0,615.0,595.0,456.0,38.0,604.0,3354.0,587.0,452.0,647.0,132.0,472.0,693.0,408.0,460.0,679.0,573.0,830.0,3018.0,479.0,1214.0,522.0,385.0
Male,Once or twice a week,1481.0,522.0,752.0,653.0,488.0,426.0,357.0,581.0,615.0,713.0,612.0,294.0,452.0,414.0,488.0,540.0,192.0,194.0,358.0,2621.0,112.0,562.0,222.0,534.0,44.0,553.0,3359.0,537.0,329.0,503.0,162.0,523.0,747.0,452.0,404.0,598.0,486.0,741.0,2381.0,341.0,988.0,547.0,459.0
