ST04Q01,IC10Q09,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,Almost every day,717.0,81.0,62.0,218.0,15.0,28.0,111.0,72.0,197.0,441.0,52.0,81.0,23.0,141.0,15.0,54.0,27.0,70.0,58.0,427.0,6.0,196.0,6.0,36.0,5.0,46.0,1066.0,112.0,83.0,165.0,27.0,24.0,150.0,102.0,78.0,80.0,84.0,79.0,701.0,120.0,122.0,69.0,148.0
Female,Every day,320.0,28.0,37.0,89.0,15.0,15.0,54.0,38.0,133.0,185.0,13.0,24.0,16.0,87.0,6.0,38.0,6.0,23.0,55.0,254.0,6.0,192.0,2.0,14.0,1.0,17.0,541.0,43.0,49.0,50.0,18.0,19.0,74.0,48.0,50.0,32.0,39.0,43.0,309.0,58.0,55.0,56.0,86.0
Female,Never or hardly ever,2306.0,1091.0,1999.0,1250.0,2128.0,2014.0,1346.0,1516.0,1070.0,908.0,1436.0,1492.0,1150.0,1084.0,1070.0,1399.0,582.0,1563.0,1428.0,8051.0,2673.0,1916.0,1992.0,1402.0,55.0,1308.0,9420.0,917.0,1113.0,289.0,490.0,1630.0,1090.0,1545.0,1387.0,1393.0,1124.0,1494.0,4665.0,893.0,2808.0,1603.0,1417.0
Female,Once or twice a month,1776.0,687.0,1351.0,1092.0,326.0,685.0,383.0,483.0,657.0,803.0,643.0,2111.0,683.0,626.0,824.0,538.0,688.0,594.0,364.0,3625.0,104.0,613.0,264.0,566.0,51.0,894.0,3179.0,607.0,486.0,974.0,202.0,485.0,911.0,501.0,381.0,894.0,592.0,653.0,3701.0,723.0,1764.0,374.0,397.0
Female,Once or twice a week,1602.0,379.0,463.0,742.0,145.0,336.0,274.0,336.0,504.0,903.0,214.0,515.0,170.0,556.0,160.0,370.0,220.0,252.0,142.0,1752.0,96.0,476.0,69.0,143.0,23.0,303.0,2346.0,386.0,311.0,665.0,104.0,186.0,544.0,345.0,361.0,315.0,314.0,338.0,2429.0,369.0,606.0,180.0,260.0
Male,Almost every day,703.0,112.0,109.0,212.0,18.0,37.0,98.0,113.0,215.0,474.0,78.0,141.0,47.0,215.0,35.0,101.0,41.0,59.0,87.0,689.0,11.0,284.0,22.0,80.0,13.0,45.0,1109.0,147.0,105.0,211.0,51.0,68.0,235.0,126.0,109.0,82.0,123.0,221.0,840.0,164.0,212.0,135.0,161.0
Male,Every day,293.0,43.0,86.0,131.0,21.0,32.0,81.0,81.0,180.0,228.0,21.0,58.0,37.0,189.0,13.0,73.0,26.0,27.0,69.0,560.0,15.0,402.0,11.0,38.0,4.0,35.0,693.0,44.0,61.0,83.0,31.0,63.0,99.0,129.0,100.0,51.0,96.0,123.0,441.0,103.0,134.0,107.0,139.0
Male,Never or hardly ever,2557.0,1231.0,2014.0,1312.0,2129.0,1980.0,1145.0,1437.0,1052.0,871.0,1392.0,1719.0,1138.0,999.0,1393.0,1210.0,804.0,1641.0,1250.0,7941.0,2869.0,1364.0,2304.0,1292.0,49.0,1507.0,8127.0,978.0,1169.0,374.0,531.0,1418.0,1126.0,1504.0,1296.0,1467.0,1176.0,1436.0,4952.0,851.0,2920.0,1474.0,1121.0
Male,Once or twice a month,1682.0,548.0,1134.0,893.0,220.0,509.0,310.0,467.0,613.0,629.0,545.0,1552.0,580.0,509.0,703.0,388.0,479.0,419.0,309.0,3090.0,113.0,532.0,236.0,451.0,48.0,742.0,2868.0,544.0,417.0,800.0,132.0,357.0,714.0,398.0,325.0,761.0,564.0,676.0,3091.0,571.0,1436.0,419.0,311.0
Male,Once or twice a week,1707.0,342.0,433.0,650.0,132.0,341.0,232.0,362.0,428.0,884.0,239.0,688.0,193.0,518.0,198.0,379.0,206.0,221.0,177.0,2027.0,111.0,416.0,101.0,207.0,37.0,342.0,2357.0,439.0,257.0,746.0,129.0,231.0,564.0,351.0,350.0,379.0,378.0,544.0,2317.0,388.0,673.0,254.0,294.0
